objectid,subject,filename,title,format,description,RULEDATE15,date,RULEMONTH,longitude,latitude,GCITY,GSTATE,location
mid445,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CHATHAM HISTORICAL SOCIETY,image/jpeg,,201004,2010,04,-82.04897,41.08072,SPENCER,OH,"SPENCER, OH"
mid446,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,UNIOPOLIS HISTORICAL SOCIETY,image/jpeg,,201212,2012,12,-84.08752,40.60196,UNIOPOLIS,OH,"UNIOPOLIS, OH"
mid447,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,AKRON CANTON AND YOUNGSTOWN RAILROAD HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.ACYHS.ORG/,199512,1995,12,-81.73676,41.0991,SHARON CENTER,OH,"SHARON CENTER, OH"
mid448,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CALMOUTIER MEMORIAL ASSOCIATION,image/jpeg,,201103,2011,03,-81.77864,40.66594,FREDERICKSBU,OH,"FREDERICKSBU, OH"
mid449,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WEST SALEM HISTORICAL SOCIETY,image/jpeg,,200909,2009,09,-82.10851,40.97342,WEST SALEM,OH,"WEST SALEM, OH"
mid450,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,SPENCERVILLE HISTORICAL SOCIETY,image/jpeg,,199801,1998,01,-84.37347,40.73578,SPENCERVILLE,OH,"SPENCERVILLE, OH"
mid451,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ATWATER HISTORICAL SOCIETY,image/jpeg,HTTPS://ATWATERHISTORICALSOCIETY.WORDPRESS.COM/,199809,1998,09,-81.1718,41.03317,ATWATER,OH,"ATWATER, OH"
mid452,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PENINSULA LIBRARY AND HISTORICAL SOCIETY,image/jpeg,,199708,1997,08,-81.55488,41.2393,PENINSULA,OH,"PENINSULA, OH"
mid453,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MOUNT EATON HISTORICAL SOCIETY,image/jpeg,,200301,2003,01,-81.70338,40.69477,MOUNT EATON,OH,"MOUNT EATON, OH"
mid454,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MALVERN HISTORICAL SOCIETY,image/jpeg,,200003,2000,03,-81.19028,40.67866,MALVERN,OH,"MALVERN, OH"
mid455,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,NORTH BLOOMFIELD HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.BLOOMFIELDTWPOH.COM/HISTORICALSOCIETY.HTM,201006,2010,06,-80.82566,41.45498,N BLOOMFIELD,OH,"N BLOOMFIELD, OH"
mid456,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,PIKE TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.PIKETOWNSHIP.COM/,200403,2004,03,-81.34164,40.69835,MAGNOLIA,OH,"MAGNOLIA, OH"
mid457,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CRAWFORD ANTIQUE FARM MACHINERY ASSOCIATION,image/jpeg,,200312,2003,12,-82.94842,40.7916,BUCYRUS,OH,"BUCYRUS, OH"
mid458,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,DUNCAN MCFARLAND HOMESTEAD,image/jpeg,,200110,2001,10,-81.42223,41.40868,CHAGRIN FALL,OH,"CHAGRIN FALL, OH"
mid459,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GERMAN LUTHERAN HERITAGE OF NORTHWEST OHIO,image/jpeg,HTTP://GERMANLUTHERANHERITAGE.ORG/,200111,2001,11,-84.30573,41.45473,ARCHBOLD,OH,"ARCHBOLD, OH"
mid460,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,OLIN COVERED BRIDGE MUSEUM,image/jpeg,,200302,2003,02,-80.71375,41.85979,ASHTABULA,OH,"ASHTABULA, OH"
mid461,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HARRISON COAL & RECLAMATION HISTORICAL PARK,image/jpeg,HTTP://WWW.HCRHP.ORG/,201304,2013,04,-81.00627,40.26755,CADIZ,OH,"CADIZ, OH"
mid462,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WELLSVILLE HISTORICAL SOCIETY,image/jpeg,,201408,2014,08,-80.66224,40.61465,WELLSVILLE,OH,"WELLSVILLE, OH"
mid463,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,GATES MILLS HISTORICAL SOCIETY,image/jpeg,,195909,1959,09,-81.40728,41.51727,GATES MILLS,OH,"GATES MILLS, OH"
mid464,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HISTORICAL SOCIETY OF MOUNT PLEASANT OHIO,image/jpeg,,196302,1963,02,-80.77487,40.19601,MT PLEASANT,OH,"MT PLEASANT, OH"
mid465,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,TRI-COUNTY HISTORICAL MUSEUM,image/jpeg,,201311,2013,11,-83.82063,41.72153,BERKEY,OH,"BERKEY, OH"
mid466,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,WINDHAM HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.PORTAGECOUNTYHISTORICALSOCIETY.ORG,200402,2004,02,-81.04896,41.23864,WINDHAM,OH,"WINDHAM, OH"
mid467,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,LAKE MILTON HISTORICAL SOCIETY,image/jpeg,,201002,2010,02,-80.98388,41.10374,LAKE MILTON,OH,"LAKE MILTON, OH"
mid468,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,NORTHWEST SKIRMISH ASSOCIATION,image/jpeg,HTTP://WWW.N-SSA.ORG/,200712,2007,12,-85.64868,45.06326,NORTHPORT,MI,"NORTHPORT, MI"
mid469,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,OUR TOWN SAINT PARIS,image/jpeg,,200401,2004,01,-83.94338,40.12262,SAINT PARIS,OH,"SAINT PARIS, OH"
mid470,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WASHINGTON TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,200403,2004,03,-81.13397,40.85235,ALLIANCE,OH,"ALLIANCE, OH"
mid471,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WINDSOR HISTORICAL SOCIETY,image/jpeg,,200409,2004,09,-80.96839,41.53544,WINDSOR,OH,"WINDSOR, OH"
mid472,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CARROLL AREA HISTORICAL SOCIETY,image/jpeg,,200606,2006,06,-82.70913,39.79417,CARROLL,OH,"CARROLL, OH"
mid473,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,OTWAY HISTORICAL SOCIETY AND OTWAY COVERED BRIDGE,image/jpeg,,201302,2013,02,-83.2108,38.86603,OTWAY,OH,"OTWAY, OH"
mid474,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MONROE COUNTY HISTORICAL SOCIETY,image/jpeg,,197811,1978,11,-81.10899,39.75981,WOODSFIELD,OH,"WOODSFIELD, OH"
mid475,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MANTUA HISTORICAL SOCIETY,image/jpeg,,197512,1975,12,-81.23174,41.28736,MANTUA,OH,"MANTUA, OH"
mid476,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,CASTALIA AREA HISTORICAL SOCIETY,image/jpeg,HTTP://CASTALIAHIST.ORG/,200809,2008,09,-82.80334,41.38201,CASTALIA,OH,"CASTALIA, OH"
mid477,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MOONVILLE RAIL TRAIL,image/jpeg,HTTP://WWW.MOONVILLERAILTRAIL.COM/,200403,2004,03,-82.50171,39.26192,MCARTHUR,OH,"MCARTHUR, OH"
mid478,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,KELLOGGSVILLE HERITAGE,image/jpeg,,200506,2005,06,-80.61806,41.86297,KINGSVILLE,OH,"KINGSVILLE, OH"
mid479,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,SHALERSVILLE HISTORICAL SOCIETY,image/jpeg,,201209,2012,09,-81.23174,41.28736,MANTUA,OH,"MANTUA, OH"
mid480,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BETHEL TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTPS://WWW.FACEBOOK.COM/BETHELTOWNSHIPHISTORICALSOCIETYINC,200708,2007,08,-84.06604,39.92339,NEW CARLISLE,OH,"NEW CARLISLE, OH"
mid481,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LICKING VALLEY HERITAGE SOCIETY,image/jpeg,HTTP://WWW.LVHERITAGE.ORG/,200709,2007,09,-82.28856,40.07671,NEWARK,OH,"NEWARK, OH"
mid482,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,METAMORA AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.OHIOLHA.ORG,200408,2004,08,-83.902,41.67697,METAMORA,OH,"METAMORA, OH"
mid483,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,27TH INFANTRY REGIMENTAL HISTORICAL SOCIETY,image/jpeg,,200810,2008,10,-84.70153,39.47799,OXFORD,OH,"OXFORD, OH"
mid484,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HOCKING CANAL COMPANY,image/jpeg,,201006,2010,06,-82.48591,39.56258,LOGAN,OH,"LOGAN, OH"
mid485,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,FOUR CORNERS HISTORICAL COOPERATIVE,image/jpeg,,200911,2009,11,-84.0002,41.34085,GRELTON,OH,"GRELTON, OH"
mid486,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,G W ADAMS EDUCATIONAL CENTER,image/jpeg,HTTP://WWW.GWACENTER.ORG/,200512,2005,12,-82.01203,40.13484,TRINWAY,OH,"TRINWAY, OH"
mid487,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,RESEARCH & IDENTIFICATION OF EARLY OCCUPANCY OF SOUTHERN OHIO,image/jpeg,,200503,2005,03,-81.79013,39.37807,CUTLER,OH,"CUTLER, OH"
mid488,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MEMORIAL HALL OF MOUNT VICTORY,image/jpeg,HTTP://WWW.OHIOCORPORATES.COM,200408,2004,08,-83.52361,40.53439,MT VICTORY,OH,"MT VICTORY, OH"
mid489,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BEAVER CREEK STATE PARK,image/jpeg,HTTP://FRIENDSOFBEAVERCREEKSTATEPARK.ORG/,200908,2009,08,-80.61411,40.72256,EAST LIVERPOOL,OH,"EAST LIVERPOOL, OH"
mid490,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,JENNIE WADE HOUSE,image/jpeg,HTTP://WWW.GETTYSBURGBATTLEFIELDTOURS.COM/GETTYSBURG-TOURS/JENNIE-WADE-HOUSE/,200306,2003,06,-84.14819,39.12111,BATAVIA,OH,"BATAVIA, OH"
mid491,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PANHANDLE PUMPERS SOCIETY,image/jpeg,HTTP://WWW.WVPPSFIRE.ORG/,200609,2006,09,-80.65433,41.05705,YOUNGSTOWN,OH,"YOUNGSTOWN, OH"
mid492,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,FENNIMORE RAILROAD HISTORICAL SOCIETY MUSEUM,image/jpeg,HTTP://WWW.FENNIMORE.COM/,199008,1990,08,-90.66017,42.98803,FENNIMORE,WI,"FENNIMORE, WI"
mid493,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,EAGLE RIVER HISTORICAL MUSEUMS,image/jpeg,HTTP://EAGLERIVERHISTORICALSOCIETY.COM,198909,1989,09,-89.24349,45.91705,EAGLE RIVER,WI,"EAGLE RIVER, WI"
mid494,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BUTTERNUT AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.BUTTERNUTMUSEUM.ORG/,200303,2003,03,-90.45649,46.03375,BUTTERNUT,WI,"BUTTERNUT, WI"
mid495,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,NICHOLS AREA HISTORICAL SOCIETY,image/jpeg,,200310,2003,10,-88.46372,44.5653,NICHOLS,WI,"NICHOLS, WI"
mid496,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HISTORIC RACE CIRCUIT OF ELKHART LAKE,image/jpeg,HTTP://WWW.HISTORICRACECIRCUITS.COM/,200708,2007,08,-88.00479,43.83293,ELKHART LAKE,WI,"ELKHART LAKE, WI"
mid497,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,LOST LAKE-RANDOLPH HISTORICAL SOCIETY,image/jpeg,HTTP://LOSTLAKERANDOLPHHISTORY.ORG/,200203,2002,03,-88.98625,43.45875,RANDOLPH,WI,"RANDOLPH, WI"
mid498,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,KINGSTON HISTORICAL PRESERVATION SOCIETY,image/jpeg,HTTP://WWW.WISCONSINHISTORY.ORG/LOCALHISTORY/DIRECTORY/VIEWSOCIETY.ASP?ID=365,200211,2002,11,-89.12632,43.69416,KINGSTON,WI,"KINGSTON, WI"
mid499,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CABLE NAMAKAGON AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.CABLEHISTORYMUSEUM.COM/,201105,2011,05,-91.19465,46.21971,CABLE,WI,"CABLE, WI"
mid500,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WESTERN WISCONSIN AGRICULTURAL MUSEUM,image/jpeg,,200406,2004,06,-91.07723,43.72374,COON VALLEY,WI,"COON VALLEY, WI"
mid501,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,PACKWAUKEE HISTORICAL SOCIETY,image/jpeg,,201202,2012,02,-89.32914,43.79212,MONTELLO,WI,"MONTELLO, WI"
mid502,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BYRON HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.TOWNOFBYRON.COM/,200802,2008,02,-88.49486,43.61715,BYRON,WI,"BYRON, WI"
mid503,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MARQUETTE COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://MARQCOHISTORICAL.ORG/,196910,1969,10,-89.49598,43.88619,WESTFIELD,WI,"WESTFIELD, WI"
mid504,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ELKHART LAKE HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.ELKHARTLAKE.COM/,201404,2014,04,-88.0318,43.825,ELKHART LAKE,WI,"ELKHART LAKE, WI"
mid505,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,WILD ROSE HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.WISCONSINHISTORY.ORG/LOCALHISTORY/DIRECTORY/VIEWSOCIETY.ASP?ID=115,201301,2013,01,-89.24481,44.18138,WILD ROSE,WI,"WILD ROSE, WI"
mid506,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,RICHLAND COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.RICHLANDCOUNTYMUSEUM.ORG,197010,1970,10,-90.31299,43.27492,RICHLAND CTR,WI,"RICHLAND CTR, WI"
mid507,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,CLARK COUNTY HISTORICAL SOCIETY,image/jpeg,,197107,1971,07,-90.59925,44.64726,NEILLSVILLE,WI,"NEILLSVILLE, WI"
mid508,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,PRICE COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.PRICECOUNTYHISTORICALSOCIETY.ORG/,197203,1972,03,-90.41802,45.85486,FIFIELD,WI,"FIFIELD, WI"
mid509,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,LODI VALLEY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.OCNJMUSEUM.ORG,199604,1996,04,-89.53848,43.30473,LODI,WI,"LODI, WI"
mid510,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HAESE MEMORIAL VILLAGE HISTORICAL SOCIETY,image/jpeg,,197410,1974,10,-88.14435,44.20767,FOREST JUNCTION,WI,"FOREST JUNCTION, WI"
mid511,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,WINNECONNE HISTORICAL SOCIETY,image/jpeg,,197503,1975,03,-88.72621,44.11694,WINNECONNE,WI,"WINNECONNE, WI"
mid512,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MARQUETTE HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.MARQUETTEHISTORICALSOCIETY.ORG,200203,2002,03,-89.14109,43.75076,MARQUETTE,WI,"MARQUETTE, WI"
mid513,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,COLOMA AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.COLOMAHISTORICAL.ORG/,200711,2007,11,-89.56033,44.02936,COLOMA,WI,"COLOMA, WI"
mid514,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,KAUKAUNA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.WISCONSINHISTORY.ORG/LOCALHISTORY/DIRECTORY/VIEWSOCIETY.ASP?ID=411,200806,2008,06,-88.22612,44.34266,KAUKAUNA,WI,"KAUKAUNA, WI"
mid515,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,AMBERG HISTORICAL SOCIETY,image/jpeg,,200909,2009,09,-88.00144,45.49835,AMBERG,WI,"AMBERG, WI"
mid516,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,FIRE MUSEUM NETWORK,image/jpeg,HTTP://WWW.FIREMUSEUMNETWORK.ORG,200608,2006,08,-88.24121,43.34664,SLINGER,WI,"SLINGER, WI"
mid517,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BLUE MOUNDS AREA HISTORICAL SOCIETY,image/jpeg,,200605,2006,05,-89.82483,43.01543,BLUE MOUNDS,WI,"BLUE MOUNDS, WI"
mid518,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MARTELL SCHOOL HOUSE,image/jpeg,,201112,2011,12,-92.48681,44.8334,RIVER FALLS,WI,"RIVER FALLS, WI"
mid519,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BAILEYS HARBOR HISTORICAL SOCIETY,image/jpeg,HTTP://BAILEYSHARBORHISTORICALSOCIETY.ORG/,201006,2010,06,-87.14035,45.06986,BAILEYS HARBOR,WI,"BAILEYS HARBOR, WI"
mid520,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,EGG HARBOR HISTORICAL SOCIETY,image/jpeg,HTTP://EGGHARBORWI.COM/,201005,2010,05,-87.28252,45.02355,EGG HARBOR,WI,"EGG HARBOR, WI"
mid521,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HARRISBURG-TROY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HARRISBURGTROYHISTORICALSOCIETY.ORG/,201011,2010,11,-89.77431,42.98856,MT HOREB,WI,"MT HOREB, WI"
mid522,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,PHELPS HISTORICAL MUSEUM,image/jpeg,HTTP://WWW.PHELPSMUSEUM.COM/,201101,2011,01,-89.08627,46.06655,PHELPS,WI,"PHELPS, WI"
mid523,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,RIO AREA HISTORICAL SOCIETY,image/jpeg,,201010,2010,10,-89.2544,43.44954,RIO,WI,"RIO, WI"
mid524,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,FROMM BROS HISTORICAL PRESERVATION SOCIETY,image/jpeg,HTTP://WWW.FROMMHISTORY.ORG/,201105,2011,05,-89.67334,45.00851,WAUSAU,WI,"WAUSAU, WI"
mid525,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,STAR LAKE,image/jpeg,HTTP://FRIENDSOFSTARLAKE.ORG/,201107,2011,07,-89.45353,46.04113,STAR LAKE,WI,"STAR LAKE, WI"
mid526,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,FLORENCE COUNTY HISTORICAL SOCIETY,image/jpeg,,200204,2002,04,-88.22419,45.87242,FLORENCE,WI,"FLORENCE, WI"
mid527,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,ST AUGUSTINE CHAPEL FUND,image/jpeg,,200211,2002,11,-90.23145,42.57136,SHULLSBURG,WI,"SHULLSBURG, WI"
mid528,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,STONE LAKE AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.STONELAKEAREAHISTORICALSOCIETY.COM,199704,1997,04,-91.46209,45.88346,STONE LAKE,WI,"STONE LAKE, WI"
mid529,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ELAND AREA HISTORICAL SOCIETY,image/jpeg,HTTPS://WWW.WISCONSINHISTORY.ORG/LOCALHISTORY/DIRECTORY/VIEWSOCIETY.ASP?ID=135,200005,2000,05,-89.27569,44.80467,ELAND,WI,"ELAND, WI"
mid530,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,ROSENDALE HISTORICAL SOCIETY,image/jpeg,,200203,2002,03,-88.67295,43.80977,ROSENDALE,WI,"ROSENDALE, WI"
mid531,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GERMAN SETTLEMENT HISTORY,image/jpeg,HTTP://WWW.GERMANSETTLEMENTHISTORY.ORG/,200312,2003,12,-90.08413,45.40775,OGEMA,WI,"OGEMA, WI"
mid532,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,GILLETT AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.GILLETTHISTORICAL.COM/,200404,2004,04,-88.33473,44.90455,GILLETT,WI,"GILLETT, WI"
mid533,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PORT WING HISTORICAL SOCIETY,image/jpeg,,200905,2009,05,-91.39507,46.76469,PORT WING,WI,"PORT WING, WI"
mid534,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,DANE COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.DANECOUNTYHISTORY.ORG,198506,1985,06,-89.34529,43.02769,MADISON,WI,"MADISON, WI"
mid535,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CRAWFORD COUNTY HISTORICAL SOCIETY,image/jpeg,,199908,1999,08,-90.93014,43.31423,MT STERLING,WI,"MT STERLING, WI"
mid536,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,TIGERTON AREA HISTORICAL SOCIETY,image/jpeg,,197902,1979,02,-89.05929,44.7431,TIGERTON,WI,"TIGERTON, WI"
mid537,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,COLUMBIA COUNTY HISTORICAL SOCIETY,image/jpeg,,201203,2012,03,-89.29863,43.53418,PARDEEVILLE,WI,"PARDEEVILLE, WI"
mid538,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,FOX LAKE HISTORICAL MUSEUM,image/jpeg,,201407,2014,07,-88.91048,43.56273,FOX LAKE,WI,"FOX LAKE, WI"
mid539,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,FALL CREEK HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.FCHISTORICALSOCIETY.COM/,197806,1978,06,-91.3105,44.7631,FALL CREEK,WI,"FALL CREEK, WI"
mid540,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BARK RIVER WOOD HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.WISCONSINHISTORY.ORG/LOCALHISTORY/DIRECTORY/VIEWSOCIETY.ASP?ID=21,201209,2012,09,-88.694,42.92539,FORT ATKINSON,WI,"FORT ATKINSON, WI"
mid541,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,GORDON HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.GORDONWI.US.COM/,197811,1978,11,-91.78591,46.23808,GORDON,WI,"GORDON, WI"
mid542,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,NORWAY HISTORICAL SOCIETY,image/jpeg,,201406,2014,06,-88.17158,42.80458,WIND LAKE,WI,"WIND LAKE, WI"
mid543,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ALMA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.ALMAHISTORY.ORG,197903,1979,03,-91.91558,44.32317,ALMA,WI,"ALMA, WI"
mid544,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,TREMPEALEAU COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://TREMPEALEAUCOUNTYHISTORY.ORG/,197910,1979,10,-91.29618,44.08987,GALESVILLE,WI,"GALESVILLE, WI"
mid545,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PALMYRA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.PALMYRAHISTORICAL.ORG,201103,2011,03,-88.58778,42.87756,PALMYRA,WI,"PALMYRA, WI"
mid546,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MONDOVI AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.MONDOVIHISTORY.ORG/,198012,1980,12,-91.80591,44.52132,MONDOVI,WI,"MONDOVI, WI"
mid547,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LUTHER VALLEY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.WISCONSINHISTORY.ORG,198106,1981,06,-89.20999,42.67107,FOOTVILLE,WI,"FOOTVILLE, WI"
mid548,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WASHBURN COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://WASHBURN.WIGENWEB.ORG/,199106,1991,06,-91.92706,45.74016,SHELL LAKE,WI,"SHELL LAKE, WI"
mid549,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,LAFAYETTE COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://LAFAYETTEHISTORICAL.COM,198204,1982,04,-90.10464,42.68489,DARLINGTON,WI,"DARLINGTON, WI"
mid550,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ALMOND HISTORICAL SOCIETY,image/jpeg,,198207,1982,07,-89.36518,44.29237,ALMOND,WI,"ALMOND, WI"
mid551,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PRESQUE ISLE HERITAGE SOCIETY,image/jpeg,HTTP://WWW.WISCONSINHISTORY.ORG/,200011,2000,11,-89.78494,46.22308,PRESQUE ISLE,WI,"PRESQUE ISLE, WI"
mid552,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GLIDDEN AREA HISTORICAL SOCIETY,image/jpeg,,198305,1983,05,-90.58477,46.14516,GLIDDEN,WI,"GLIDDEN, WI"
